Continent,Country,City,Airport Name,IATA,ICAO,Latitude,Longitude,Timezone
Africa,Namibia,Arandis,Arandis Airport,ADI,FYAR,-22.4622,14.98,Africa/Windhoek
Africa,Namibia,Gobabis,Gobabis Airport,GOG,FYGB,-22.5044,18.9731,Africa/Windhoek
Africa,Namibia,Grootfontein,Grootfontein Airport,GFY,FYGF,-19.6022,18.1227,Africa/Windhoek
Africa,Namibia,Keetmanshoop,Keetmanshoop Airport,KMP,FYKT,-26.5398,18.1114,Africa/Windhoek
Africa,Namibia,Luderitz,Luderitz Airport,LUD,FYLZ,-26.6874,15.2429,Africa/Windhoek
Africa,Namibia,Mokuti Lodge,Mokuti Lodge Airport,OKU,FYMO,-18.8128,17.0594,Africa/Windhoek
Africa,Namibia,Mpacha,Katima Mulilo Airport,MPA,FYKM,-17.6344,24.1767,Africa/Windhoek
Africa,Namibia,Muneambuanas,Lianshulu Airport,LHU,FYLS,-18.1167,23.3933,Africa/Windhoek
Africa,Namibia,Namutoni,Namutoni Airport,NNI,FYNA,-18.8064,16.9272,Africa/Windhoek
Africa,Namibia,Okaukuejo,Okaukuejo Airport,OKF,FYOO,-19.1492,15.9119,Africa/Windhoek
Africa,Namibia,Omega,Omega Airport,OMG,FYOE,-18.0303,22.1897,Africa/Windhoek
Africa,Namibia,Ondangwa,Ondangwa Airport,OND,FYOA,-17.8782,15.9526,Africa/Windhoek
Africa,Namibia,Oranjemund,Oranjemund Airport,OMD,FYOG,-28.5847,16.4467,Africa/Windhoek
Africa,Namibia,Otjiwarongo,Otjiwarongo Airport,OTJ,FYOW,-20.4347,16.6608,Africa/Windhoek
Africa,Namibia,Rosh Pinah,Skorpion Mine Airport,RHN,FYSA,-27.8764,16.6478,Africa/Windhoek
Africa,Namibia,Rundu,Rundu Airport,NDU,FYRU,-17.9565,19.7194,Africa/Windhoek
Africa,Namibia,Swakopmund,Swakopmund Airport,SWP,FYSM,-22.6619,14.5681,Africa/Windhoek
Africa,Namibia,Tsumeb,Tsumeb Airport,TSB,FYTM,-19.2619,17.7325,Africa/Windhoek
Africa,Namibia,Walvis Bay,Walvis Bay Airport,WVB,FYWB,-22.9799,14.6453,Africa/Windhoek
Africa,Namibia,Windhoek,Eros Airport,ERS,FYWE,-22.6122,17.0804,Africa/Windhoek
Africa,Namibia,Windhoek,Hosea Kutako International Airport,WDH,FYWH,-22.4799,17.4709,Africa/Windhoek
Africa,Niger,Agadez,Mano Dayak International Airport,AJY,DRZA,16.966,8.00011,Africa/Niamey
Africa,Niger,Arlit,Arlit Airport,RLT,DRZL,18.7904,7.36595,Africa/Niamey
Africa,Niger,Maradi,Maradi Airport,MFQ,DRRM,13.5025,7.12675,Africa/Niamey
Africa,Niger,Niamey,Diori Hamani International Airport,NIM,DRRN,13.4815,2.18361,Africa/Niamey
Africa,Niger,Tahoua,Tahoua Airport,THZ,DRRT,14.8757,5.26536,Africa/Niamey
Africa,Niger,Zinder,Zinder Airport,ZND,DRZR,13.779,8.98376,Africa/Niamey
Africa,Nigeria,Abuja,Nnamdi Azikiwe International Airport,ABV,DNAA,9.00679,7.26317,Africa/Lagos
Africa,Nigeria,Asaba,Asaba International Airport,ABB,DNAS,6.20333,6.65889,Africa/Lagos
Africa,Nigeria,Benin,Benin Airport,BNI,DNBE,6.31698,5.5995,Africa/Lagos
Africa,Nigeria,Calabar,Margaret Ekpo International Airport,CBQ,DNCA,4.97602,8.3472,Africa/Lagos
Africa,Nigeria,Enegu,Akanu Ibiam International Airport,ENU,DNEN,6.47427,7.56196,Africa/Lagos
Africa,Nigeria,Gombe,Gombe Lawanti International Airport,GMO,DNGO,10.29833,10.89639,Africa/Lagos
Africa,Nigeria,Ibadan,Ibadan Airport,IBA,DNIB,7.36246,3.97833,Africa/Lagos
Africa,Nigeria,Ilorin,Ilorin International Airport,ILR,DNIL,8.44021,4.49392,Africa/Lagos
Africa,Nigeria,Jos,Yakubu Gowon Airport,JOS,DNJO,9.63983,8.86905,Africa/Lagos
Africa,Nigeria,Kaduna,Kaduna Airport,KAD,DNKA,10.696,7.32011,Africa/Lagos
Africa,Nigeria,Kano,Mallam Aminu International Airport,KAN,DNKN,12.0476,8.52462,Africa/Lagos
Africa,Nigeria,Lagos,Murtala Muhammed International Airport,LOS,DNMM,6.57737,3.32116,Africa/Lagos
Africa,Nigeria,Maiduguri,Maiduguri International Airport,MIU,DNMA,11.8553,13.0809,Africa/Lagos
Africa,Nigeria,Makurdi,Makurdi Airport,MDI,DNMK,7.70388,8.61394,Africa/Lagos
Africa,Nigeria,Minna,Minna Airport,MXJ,DNMN,9.65217,6.46226,Africa/Lagos
Africa,Nigeria,Owerri,Sam Mbakwe International Airport,QOW,DNIM,5.42706,7.20603,Africa/Lagos
Africa,Nigeria,Port Harcourt,Port Harcourt International Airport,PHC,DNPO,5.01549,6.94959,Africa/Lagos
Africa,Nigeria,Sokoto,Sadiq Abubakar III International Airport,SKO,DNSO,12.9163,5.20719,Africa/Lagos
Africa,Nigeria,Yola,Yola Airport,YOL,DNYO,9.25755,12.4304,Africa/Lagos
Africa,Nigeria,Zaria,Zaria Airport,ZAR,DNZA,11.1302,7.68581,Africa/Lagos
Africa,Rwanda,Butare,Butare Airport,BTQ,HRYI,-2.59583,29.7367,Africa/Kigali
Africa,Rwanda,Gisenyi,Gisenyi Airport,GYI,HRYG,-1.6772,29.2589,Africa/Kigali
Africa,Rwanda,Kamembe,Kamembe Airport,KME,HRZA,-2.46224,28.9079,Africa/Kigali
Africa,Rwanda,Kigali,Kigali International Airport,KGL,HRYR,-1.96863,30.1395,Africa/Kigali
Africa,Rwanda,Ruhengeri,Ruhengeri Airport,RHG,HRYU,-1.5,29.633,Africa/Kigali
Africa,Réunion,St Denis,Roland Garros Airport,RUN,FMEE,-20.8871,55.5103,Indian/Reunion
Africa,Réunion,St Pierre,Pierrefonds Airport,ZSE,FMEP,-21.3209,55.425,Indian/Reunion
Africa,"Saint Helena, Ascension and Tristan da Cunha",Ascension Island,RAF Ascension Island,ASI,FHAW,-7.9696,-14.3937,Atlantic/St_Helena
Africa,"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,Saint Helena Airport,HLE,FHSH,-15.962108,-5.645901,Atlantic/St_Helena
Africa,Sao Tome and Principe,,Principe Airport,PCP,FPPR,1.66294,7.41174,Africa/Sao_Tome
Africa,Sao Tome and Principe,Sao Tome,Sao Tome International Airport,TMS,FPST,0.37817,6.71215,Africa/Sao_Tome
Africa,Senegal,Bakel,Bakel Airport,BXE,GOTB,14.8473,-12.4683,Africa/Dakar
Africa,Senegal,Cap Skirring,Cap Skirring Airport,CSK,GOGS,12.4102,-16.7461,Africa/Dakar
Africa,Senegal,Dakar,Leopold Sedar Senghor International Airport,DKR,GOOY,14.7397,-17.4902,Africa/Dakar
Africa,Senegal,Diass,Blaise Diagne International Airport,DSS,GOBD,14.67111,-17.06694,Africa/Dakar
Africa,Senegal,Kaolack,Kaolack Airport,KLC,GOOK,14.1469,-16.0513,Africa/Dakar
Africa,Senegal,Kedougou,Kedougou Airport,KGG,GOTK,12.5723,-12.2203,Africa/Dakar
Africa,Senegal,Kolda,Kolda North Airport,KDA,GODK,12.8985,-14.9681,Africa/Dakar
Africa,Senegal,Matam,Ouro Sogui Airport,MAX,GOSM,15.5936,-13.3228,Africa/Dakar
Africa,Senegal,Podor,Podor Airport,POD,GOSP,16.683,-14.967,Africa/Dakar
Africa,Senegal,Richard Toll,Richard Toll Airport,RDT,GOSR,16.433,-15.65,Africa/Dakar
Africa,Senegal,Saint Louis,Saint Louis Airport,XLS,GOSS,16.0508,-16.4632,Africa/Dakar
Africa,Senegal,Simenti,Simenti Airport,SMY,GOTS,13.0468,-13.2954,Africa/Dakar
Africa,Senegal,Tambacounda,Tambacounda Airport,TUD,GOTT,13.7368,-13.6531,Africa/Dakar
Africa,Senegal,Ziguinchor,Ziguinchor Airport,ZIG,GOGG,12.5556,-16.2818,Africa/Dakar
Africa,Seychelles,Bird Island,Bird Island Airport,BDI,FSSB,-3.72472,55.2053,Indian/Mahe
Africa,Seychelles,Denis Island,Denis Island Airport,DEI,FSSD,-3.80222,55.6669,Indian/Mahe
Africa,Seychelles,Desroches Island,Desroches Airport,DES,FSDR,-5.6967,53.6558,Indian/Mahe
Africa,Seychelles,Fregate Island,Fregate Island Airport,FRK,FSSF,-4.583,55.95,Indian/Mahe
Africa,Seychelles,Mahe Island,Seychelles International Airport,SEZ,FSIA,-4.67434,55.5218,Indian/Mahe
Africa,Seychelles,Praslin Island,Praslin Airport,PRI,FSPP,-4.31929,55.6914,Indian/Mahe
Africa,Sierra Leone,Bo,Bo Airport,KBS,GFBO,7.9444,-11.761,Africa/Freetown
Africa,Sierra Leone,Bonthe,Sherbro International Airport,BTE,GFBN,7.53242,-12.5189,Africa/Freetown
Africa,Sierra Leone,Freetown,Hastings Airport,HGS,GFHA,8.39713,-13.1291,Africa/Freetown
Africa,Sierra Leone,Freetown,Lungi International Airport,FNA,GFLL,8.61644,-13.1955,Africa/Freetown
Africa,Sierra Leone,Gbangbatok,Gbangbatok Airport,GBK,GFGK,7.767,-12.383,Africa/Freetown
Africa,Sierra Leone,Kabala,Kabala Airport,KBA,GFKB,9.63832,-11.51556,Africa/Freetown
Africa,Sierra Leone,Kenema,Kenema Airport,KEN,GFKE,7.89129,-11.1766,Africa/Freetown
Africa,Sierra Leone,Yengema,Yengema Airport,WYE,GFYE,8.61047,-11.0454,Africa/Freetown
Africa,Somalia,,Bardera Airport,BSY,HCMD,2.33611,42.30778,Africa/Mogadishu
Africa,Somalia,,Kisimayu Airport,KMU,HCMK,-0.37735,42.4592,Africa/Mogadishu
Africa,Somalia,Adado,Adado Airport,AAD,HCAD,6.095833,46.6375,Africa/Mogadishu
Africa,Somalia,Alula,Alula Airport,ALU,HCMA,11.9582,50.748,Africa/Mogadishu
Africa,Somalia,Baidoa,Baidoa Airport,BIB,HCMB,3.10222,43.6286,Africa/Mogadishu
Africa,Somalia,Berbera,Berbera Airport,BBO,HCMI,10.3892,44.9411,Africa/Mogadishu
Africa,Somalia,Bosaso,Bosaso Airport,BSA,HCMF,11.2753,49.1494,Africa/Mogadishu
Africa,Somalia,Burao,Burao Airport,BUO,HCMV,9.5275,45.5549,Africa/Mogadishu
Africa,Somalia,Candala,Candala Airport,CXN,HCMC,11.5,49.917,Africa/Mogadishu
Africa,Somalia,Eil,Eil Airport,HCM,HCME,7.917,49.8,Africa/Mogadishu
Africa,Somalia,Erigavo,Erigavo Airport,ERA,HCMU,10.64205,47.38798,Africa/Mogadishu
Africa,Somalia,Galcaio,Galcaio Airport,GLK,HCMR,6.78083,47.4547,Africa/Mogadishu
Africa,Somalia,Gardo,Gardo Airport,GSR,HCMG,9.517,49.083,Africa/Mogadishu
Africa,Somalia,Garowe,Garowe Airport,GGR,HCMW,8.46,48.568333,Africa/Mogadishu
Africa,Somalia,Hargeisa,Egal International Airport,HGA,HCMH,9.51817,44.0888,Africa/Mogadishu
Africa,Somalia,Mogadishu,Aden Adde International Airport,MGQ,HCMM,2.01444,45.3047,Africa/Mogadishu
Africa,Somalia,Obbia,Obbia Airport,CMO,HCMO,5.36667,48.51667,Africa/Mogadishu
Africa,Somalia,Scusciuban,Scusciuban Airport,CMS,HCMS,10.3,50.233,Africa/Mogadishu
Africa,South Africa,Aggeneys,Aggeneys Airport,AGZ,FAAG,-29.2818,18.8139,Africa/Johannesburg
Africa,South Africa,Alexander Bay,Alexander Bay Airport,ALJ,FAAB,-28.575,16.5333,Africa/Johannesburg
Africa,South Africa,Alldays,Alldays Airport,ADY,FAAL,-22.679,29.0555,Africa/Johannesburg
Africa,South Africa,Arathusa,Arathusa Safari Lodge Airport,ASS,FACC,-24.74417,31.5225,Africa/Johannesburg
Africa,South Africa,Belfast,Sabi Sabi Airport,GSS,FASE,-24.9415,31.4446,Africa/Johannesburg
Africa,South Africa,Bisho,Bisho Airport,BIY,FABE,-32.8971,27.2791,Africa/Johannesburg
Africa,South Africa,Bloemfontain,J B M Hertzog International Airport,BFN,FABL,-29.0927,26.3024,Africa/Johannesburg
Africa,South Africa,Cape Town,Cape Town International Airport,CPT,FACT,-33.9648,18.6017,Africa/Johannesburg
Africa,South Africa,Cradock,Cradock Airport,CDO,FACD,-32.1567,25.6456,Africa/Johannesburg
Africa,South Africa,Durban,King Shaka International Airport,DUR,FALE,-29.61444,31.11972,Africa/Johannesburg
Africa,South Africa,Durban,Virginia Airport,VIR,FAVG,-29.7706,31.0584,Africa/Johannesburg
Africa,South Africa,East London,Ben Schoeman Airport,ELS,FAEL,-33.0356,27.8259,Africa/Johannesburg
Africa,South Africa,Ellisras,Ellisras Matimba Airport,ELL,FAER,-23.7267,27.6883,Africa/Johannesburg
Africa,South Africa,Empangeni,Empangeni Airport,EMG,FAEM,-28.72,31.89,Africa/Johannesburg
Africa,South Africa,Ficksburg,Ficksburg Sentraoes Airport,FCB,FAFB,-28.8231,27.9089,Africa/Johannesburg
Africa,South Africa,George,George Airport,GRJ,FAGG,-34.0056,22.3789,Africa/Johannesburg
Africa,South Africa,Giyani,Giyani Airport,GIY,FAGI,-23.2833,30.65,Africa/Johannesburg
Africa,South Africa,Harrismith,Harrismith Airport,HRS,FAHR,-28.2351,29.1062,Africa/Johannesburg
Africa,South Africa,Hluhluwe,Hluhluwe Airport,HLW,FAHL,-28.0166,32.27517,Africa/Johannesburg
Africa,South Africa,Hoedspruit,Hoedspruit Air Force Base Airport,HDS,FAHS,-24.3686,31.0487,Africa/Johannesburg
Africa,South Africa,Homeward,Thaba Nchu Tar Airport,TCU,FATN,-29.3178,26.8228,Africa/Johannesburg
Africa,South Africa,Johannesburg,Rand Airport,QRA,FAGM,-26.2425,28.1512,Africa/Johannesburg
Africa,South Africa,Johannesburg,Lanseria Airport,HLA,FALA,-25.9385,27.9261,Africa/Johannesburg
Africa,South Africa,Johannesburg,O. R. Tambo International Airport,JNB,FAOR,-26.13367,28.24233,Africa/Johannesburg
Africa,South Africa,Kimberley,Kimberley Airport,KIM,FAKM,-28.8028,24.7652,Africa/Johannesburg
Africa,South Africa,Kleinsee,Kleinsee Airport,KLZ,FAKZ,-29.6884,17.094,Africa/Johannesburg
Africa,South Africa,Klerksdorp,P C Pelser Airport,KXE,FAKD,-26.8711,26.718,Africa/Johannesburg
Africa,South Africa,Komatipoort,Komatipoort Airport,KOF,FAKP,-25.4403,31.93,Africa/Johannesburg
Africa,South Africa,Kuruman,Johan Pienaar Airport,KMH,FAKU,-27.4567,23.4114,Africa/Johannesburg
Africa,South Africa,Ladysmith,Ladysmith Airport,LAY,FALY,-28.5817,29.7497,Africa/Johannesburg
Africa,South Africa,Langebaanweg,Langebaanweg Airport,SDB,FALW,-32.9689,18.1603,Africa/Johannesburg
Africa,South Africa,Lime Acres,Lime Acres Finsch Mine Airport,LMR,FALC,-28.3601,23.4391,Africa/Johannesburg
Africa,South Africa,Londolozi,Londolozi Airport,LDZ,FALD,-24.7502,31.4757,Africa/Johannesburg
Africa,South Africa,Louis Trichardt,Louis Trichardt Airport,LCD,FALO,-23.0619,29.8647,Africa/Johannesburg
Africa,South Africa,Mafeking,Mmabatho International Airport,MBD,FAMM,-25.7984,25.548,Africa/Johannesburg
Africa,South Africa,Malamala,Malamala Airport,AAM,FAMD,-24.8181,31.5446,Africa/Johannesburg
Africa,South Africa,Malelane,Riverside Airport,LLE,FAMN,-25.43,31.5767,Africa/Johannesburg
Africa,South Africa,Margate,Margate Airport,MGH,FAMG,-30.8574,30.343,Africa/Johannesburg
Africa,South Africa,Midrand,Grand Central Airport,GCJ,FAGC,-25.9863,28.1401,Africa/Johannesburg
Africa,South Africa,Mkuze,Mkuze Airport,MZQ,FAMU,-27.6261,32.0443,Africa/Johannesburg
Africa,South Africa,Mossel Bay,Mossel Bay Airport,MZY,FAMO,-34.1583,22.0586,Africa/Johannesburg
Africa,South Africa,Mpumalanga,Kruger Mpumalanga International Airport,MQP,FAKN,-25.3832,31.1056,Africa/Johannesburg
Africa,South Africa,Mthatha,K. D. Matanzima Airport,UTT,FAUT,-31.5479,28.6743,Africa/Johannesburg
Africa,South Africa,Mubatuba,Mubatuba Airport,DUK,FADK,-28.3684,32.2481,Africa/Johannesburg
Africa,South Africa,Musina,Musina(Messina) Airport,MEZ,FAMH,-22.356,29.9862,Africa/Johannesburg
Africa,South Africa,Nelspruit,Nelspruit Airport,NLP,FANS,-25.5,30.9138,Africa/Johannesburg
Africa,South Africa,Newcastle,Newcastle Airport,NCS,FANC,-27.7706,29.9769,Africa/Johannesburg
Africa,South Africa,Ngala,Ngala Airport,NGL,FANG,-24.3878,31.3258,Africa/Johannesburg
Africa,South Africa,Oudtshoorn,Oudtshoorn Airport,OUH,FAOH,-33.607,22.189,Africa/Johannesburg
Africa,South Africa,Overberg,Overberg Airport,OVG,FAOB,-34.5549,20.2507,Africa/Johannesburg
Africa,South Africa,Phalaborwa,Hendrik Van Eck Airport,PHW,FAPH,-23.9372,31.1554,Africa/Johannesburg
Africa,South Africa,Phinda,Zulu Inyala Airport,PZL,FADQ,-27.8494,32.3097,Africa/Johannesburg
Africa,South Africa,Pietermaritzburg,Pietermaritzburg Airport,PZB,FAPM,-29.649,30.3987,Africa/Johannesburg
Africa,South Africa,Pilanesberg,Pilanesberg International Airport,NTY,FAPN,-25.3338,27.1734,Africa/Johannesburg
Africa,South Africa,Port Alfred,Port Alfred Airport,AFD,FAPA,-33.5542,26.8777,Africa/Johannesburg
Africa,South Africa,Port Elizabeth,Port Elizabeth Airport,PLZ,FAPE,-33.9849,25.6173,Africa/Johannesburg
Africa,South Africa,Port St Johns,Port St Johns Airport,JOH,FAPJ,-31.6059,29.5198,Africa/Johannesburg
Africa,South Africa,Potchefstroom,Potchefstroom Airport,PCF,FAPS,-26.671,27.0819,Africa/Johannesburg
Africa,South Africa,Potgietersrus,Polokwane International Airport,PTG,FAPP,-23.8453,29.4586,Africa/Johannesburg
Africa,South Africa,Pretoria,Wonderboom Airport,PRY,FAWB,-25.6539,28.2242,Africa/Johannesburg
Africa,South Africa,Pretoria,Waterkloof Air Force Base,WKF,FAWK,-25.83,28.2225,Africa/Johannesburg
Africa,South Africa,Prieska,Prieska Airport,PRK,FAPK,-29.6836,22.7706,Africa/Johannesburg
Africa,South Africa,Queenstown,Queenstown Airport,UTW,FAQT,-31.9202,26.8822,Africa/Johannesburg
Africa,South Africa,Reivilo,Reivilo Airport,RVO,FARI,-27.5472,24.1725,Africa/Johannesburg
Africa,South Africa,Richards Bay,Richards Bay Airport,RCB,FARB,-28.741,32.0921,Africa/Johannesburg
Africa,South Africa,Robertson,Robertson Airport,ROD,FARS,-33.8122,19.9028,Africa/Johannesburg
Africa,South Africa,Secunda,Secunda Airport,ZEC,FASC,-26.5241,29.1701,Africa/Johannesburg
Africa,South Africa,Sishen,Sishen Airport,SIS,FASS,-27.6486,22.9993,Africa/Johannesburg
Africa,South Africa,Skukuza,Skukuza Airport,SZK,FASZ,-24.9609,31.5887,Africa/Johannesburg
Africa,South Africa,Springbok,Springbok Airport,SBU,FASB,-29.6893,17.9396,Africa/Johannesburg
Africa,South Africa,Thohoyandou,Thohoyandou Airport,THY,FATH,-23.0769,30.3836,Africa/Johannesburg
Africa,South Africa,Tzaneen,Tzaneen Airport,LTA,FATZ,-23.8244,30.3293,Africa/Johannesburg
Africa,South Africa,Ulundi,Prince Mangosuthu Buthelezi Airport,ULD,FAUL,-28.3206,31.4165,Africa/Johannesburg
Africa,South Africa,Ulusaba,Ulusaba Airport,ULX,FAUS,-24.7854,31.3549,Africa/Johannesburg
Africa,South Africa,Upington,Pierre Van Ryneveld Airport,UTN,FAUP,-28.3991,21.2602,Africa/Johannesburg
Africa,South Africa,Vredendal,Vredendal Airport,VRE,FAVR,-31.641,18.5448,Africa/Johannesburg
Africa,South Africa,Vryheid,Vryheid Airport,VYD,FAVY,-27.7869,30.7964,Africa/Johannesburg
Africa,South Africa,Vyrburg,Vryburg Airport,VRU,FAVB,-26.9824,24.7288,Africa/Johannesburg
Africa,South Africa,Welkom,Welkom Airport,WEL,FAWM,-27.998,26.6696,Africa/Johannesburg
Africa,South Africa,Welverdiend,Tanda Tula Airport,TDT,FATD,-24.5336,31.3,Africa/Johannesburg
Africa,South Sudan,Juba,Juba Airport,JUB,HSSJ,4.87201,31.6011,Africa/Juba
Africa,South Sudan,Malakal,Malakal Airport,MAK,HSSM,9.55897,31.6522,Africa/Juba
Africa,South Sudan,Rumbek,Rumbek Airport,RBX,HSMK,6.825,29.669,Africa/Juba
Africa,South Sudan,Wau,Wau Airport,WUU,HSWW,7.72583,27.975,Africa/Juba
Africa,Sudan,Ad Damazin,Damazin Airport,RSS,HSDZ,11.7859,34.3367,Africa/Khartoum
Africa,Sudan,Al-Ubayyid,El Obeid Airport,EBD,HSOB,13.1532,30.2327,Africa/Khartoum
Africa,Sudan,Atbara,Atbara Airport,ATB,HSAT,17.71034,34.05702,Africa/Khartoum
Africa,Sudan,Dinder,Galegu Airport,DNX,HSGG,12.533,35.067,Africa/Khartoum
Africa,Sudan,Dongola,Dongola Airport,DOG,HSDN,19.1539,30.4301,Africa/Khartoum
Africa,Sudan,El Debba,El Debba Airport,EDB,HSDB,18.025,30.9583,Africa/Khartoum
Africa,Sudan,El Fasher,El Fasher Airport,ELF,HSFS,13.6149,25.3246,Africa/Khartoum
Africa,Sudan,En Nahud,En Nahud Airport,NUD,HSNH,12.667,28.333,Africa/Khartoum
Africa,Sudan,Gedaref,Azaza Airport,GSU,HSGF,14.133,35.317,Africa/Khartoum
Africa,Sudan,Geneina,Geneina Airport,EGN,HSGN,13.4817,22.4672,Africa/Khartoum
Africa,Sudan,Kadugli,Kadugli Airport,KDX,HSLI,11.138,29.7011,Africa/Khartoum
Africa,Sudan,Kassala,Kassala Airport,KSL,HSKA,15.3875,36.3288,Africa/Khartoum
Africa,Sudan,Khartoum,Khartoum International Airport,KRT,HSSK,15.59033,32.553,Africa/Khartoum
Africa,Sudan,Khashm El Girba,Khashm El Girba Airport,GBU,HSKG,14.925,35.878,Africa/Khartoum
Africa,Sudan,Kosti,Kosti Airport,KST,HSKI,13.183,32.733,Africa/Khartoum
Africa,Sudan,Merowe,Merowe Airport,MWE,HSMR,18.45,31.833,Africa/Khartoum
Africa,Sudan,New Halfa,New Halfa Airport,NHF,HSNW,15.3556,35.7278,Africa/Khartoum
Africa,Sudan,Nyala,Nyala Airport,UYL,HSNN,12.0535,24.9562,Africa/Khartoum
Africa,Sudan,Port Sudan,Port Sudan New International Airport,PZU,HSPN,19.4336,37.2341,Africa/Khartoum
Africa,Sudan,Wadi Halfa,Wadi Halfa Airport,WHF,HSSW,21.8027,31.52158,Africa/Khartoum
Africa,Sudan,Zalingei,Zalingei Airport,ZLX,HSZA,12.9,23.483,Africa/Khartoum
Africa,"Tanzania, United Republic of",Arusha,Arusha Airport,ARK,HTAR,-3.36779,36.6333,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Arusha,Kilimanjaro International Airport,JRO,HTKJ,-3.42941,37.0745,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Bukoba,Bukoba Airport,BKZ,HTBU,-1.332,31.8212,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Chake,Pemba Airport,PMA,HTPE,-5.25726,39.8114,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Dar es Salaam,Mwalimu Julius K. Nyerere International Airport,DAR,HTDA,-6.87811,39.2026,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Dodoma,Dodoma Airport,DOD,HTDO,-6.17044,35.7526,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Kahama,Buzwagi Airport,KBH,_KBH,-3.79167,32.64667,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Kiembi Samaki,Zanzibar Airport,ZNZ,HTZA,-6.22202,39.2249,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Kigoma,Kigoma Airport,TKQ,HTKA,-4.8862,29.6709,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Kilwa Masoko,Kilwa Masoko Airport,KIY,HTKI,-8.933,39.517,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Lake Manyara National Park,Lake Manyara Airport,LKY,HTLM,-3.37631,35.8183,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Lindi,Kikwetu Airport,LDI,HTLI,-9.85111,39.7578,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Mafia Island,Mafia Island Airport,MFA,HTMA,-7.917,39.667,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Masasi,Masasi Airport,XMI,HTMI,-10.733,38.767,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Mbeya,Mbeya Airport,MBI,HTMB,-8.917,33.467,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Mtwara,Mtwara Airport,MYW,HTMT,-10.3391,40.1818,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Musoma,Musoma Airport,MUZ,HTMU,-1.503,33.8021,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Mwadui,Mwadui Airport,MWN,HTMD,-3.5,33.617,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Mwanza,Mwanza Airport,MWZ,HTMW,-2.44449,32.9327,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Nachingwea,Nachingwea Airport,NCH,HTNA,-10.3575,38.7792,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Nduli,Iringa Airport,IRI,HTIR,-7.66863,35.7521,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Njombe,Njombe Airport,JOM,HTNJ,-9.35,34.8,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Seronera,Seronera Airport,SEU,HTSN,-2.45806,34.8225,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Shinyanga,Shinyanga Airport,SHY,HTSY,-3.6093,33.5035,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Songea,Songea Airport,SGX,HTSO,-10.683,35.583,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Sumbawanga,Sumbawanga Airport,SUT,HTSU,-7.967,31.667,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Tabora,Tabora Airport,TBO,HTTB,-5.07639,32.8333,Africa/Dar_es_Salaam
Africa,"Tanzania, United Republic of",Tanga,Tanga Airport,TGT,HTTG,-5.09236,39.0712,Africa/Dar_es_Salaam
Africa,Togo,Lome,Lome-Tokoin Airport,LFW,DXXX,6.16561,1.25451,Africa/Lome
Africa,Togo,Niamtougou,Niamtougou International Airport,LRL,DXNG,9.76733,1.09125,Africa/Lome
Africa,Tunisia,Djerba,Djerba Zarzis International Airport,DJE,DTTJ,33.875,10.7755,Africa/Tunis
Africa,Tunisia,El Borma,El Borma Airport,EBM,DTTR,31.7043,9.25462,Africa/Tunis
Africa,Tunisia,Enfidha,Enfidha-Hammamet International Airport,NBE,DTNH,36.07583,10.43861,Africa/Tunis
Africa,Tunisia,Gabès,Gabes Matmata International Airport,GAE,DTTG,33.8769,10.1033,Africa/Tunis
Africa,Tunisia,Gafsa,Gafsa Ksar International Airport,GAF,DTTF,34.422,8.8225,Africa/Tunis
Africa,Tunisia,Monastir,Monastir Habib Bourguiba International Airport,MIR,DTMB,35.7581,10.7547,Africa/Tunis
Africa,Tunisia,Sfax,Sfax Thyna International Airport,SFA,DTTX,34.718,10.691,Africa/Tunis
Africa,Tunisia,Tabarka,Tabarka 7 Novembre Airport,TBJ,DTKA,36.98,8.87694,Africa/Tunis
