Continent,Country,City,Airport Name,IATA,ICAO,Latitude,Longitude,Timezone
Africa,Algeria,,Bou Saada Airport,BUJ,DAAD,35.3325,4.20639,Africa/Algiers
Africa,Algeria,,Hassi R'Mel Airport,HRM,DAFH,32.9304,3.31154,Africa/Algiers
Africa,Algeria,,Tafaraoui Airport,TAF,DAOL,35.5424,-0.53228,Africa/Algiers
Africa,Algeria,,Sidi Bel Abbes Airport,BFW,DAOS,35.1718,-0.59328,Africa/Algiers
Africa,Algeria,,Ghriss Airport,MUW,DAOV,35.2077,0.14714,Africa/Algiers
Africa,Algeria,,Touat Cheikh Sidi Mohamed Belkebir Airport,AZR,DAUA,27.8376,-0.18641,Africa/Algiers
Africa,Algeria,,El Golea Airport,ELG,DAUE,30.5713,2.85959,Africa/Algiers
Africa,Algeria,Algiers,Houari Boumediene Airport,ALG,DAAG,36.691,3.21541,Africa/Algiers
Africa,Algeria,Amenas,In Amenas Airport,IAM,DAUZ,28.0515,9.64291,Africa/Algiers
Africa,Algeria,Annabah,Annaba Airport,AAE,DABB,36.8222,7.80917,Africa/Algiers
Africa,Algeria,Batna,Batna Airport,BLJ,DABT,35.7521,6.30859,Africa/Algiers
Africa,Algeria,Bechar,Bechar Boudghene Ben Ali Lotfi Airport,CBH,DAOR,31.6457,-2.26986,Africa/Algiers
Africa,Algeria,Bejaia,Soummam Airport,BJA,DAAE,36.712,5.06992,Africa/Algiers
Africa,Algeria,Biskra,Biskra Airport,BSK,DAUB,34.7933,5.73823,Africa/Algiers
Africa,Algeria,Bordj Badji Mokhtar,Bordj Badji Mokhtar Airport,BMW,DATM,21.375,0.92389,Africa/Algiers
Africa,Algeria,Chlef,Chlef Aboubakr Belkaid Airport,CFK,DAOI,36.216828,1.340739,Africa/Algiers
Africa,Algeria,Constantine,Mohamed Boudiaf International Airport,CZL,DABC,36.276,6.62039,Africa/Algiers
Africa,Algeria,Djanet,Djanet Inedbirene Airport,DJG,DAAJ,24.2928,9.45244,Africa/Algiers
Africa,Algeria,El Bayadh,El Bayadh Airport,EBH,DAOY,33.72167,1.0925,Africa/Algiers
Africa,Algeria,Ghardaia,Noumerat - Moufdi Zakaria Airport,GHA,DAUG,32.3841,3.79411,Africa/Algiers
Africa,Algeria,Guemar,Guemar Airport,ELU,DAUO,33.5114,6.77679,Africa/Algiers
Africa,Algeria,Hassi Messaoud,Oued Irara Airport,HME,DAUH,31.673,6.14044,Africa/Algiers
Africa,Algeria,Illizi,Illizi Takhamalt Airport,VVZ,DAAP,26.7235,8.62265,Africa/Algiers
Africa,Algeria,In Guezzam,In Guezzam Airport,INF,DATG,19.567,5.75,Africa/Algiers
Africa,Algeria,In Salah,In Salah Airport,INZ,DAUI,27.251,2.51202,Africa/Algiers
Africa,Algeria,Jijel,Jijel Ferhat Abbas Airport,GJL,DAAV,36.7951,5.87361,Africa/Algiers
Africa,Algeria,Laghouat,Laghouat Airport,LOO,DAUL,33.7644,2.92834,Africa/Algiers
Africa,Algeria,Mecheria,Mecheria Airport,MZW,DAAY,33.5359,-0.24235,Africa/Algiers
Africa,Algeria,Oran,Es Senia Airport,ORN,DAOO,35.6239,-0.62118,Africa/Algiers
Africa,Algeria,Ouargla,Ain el Beida Airport,OGX,DAUU,31.9172,5.41278,Africa/Algiers
Africa,Algeria,Setif,Ain Arnat Airport,QSF,DAAS,36.1781,5.32449,Africa/Algiers
Africa,Algeria,Tamanrasset,Aguenar – Hadj Bey Akhamok Airport,TMR,DAAT,22.8115,5.45108,Africa/Algiers
Africa,Algeria,Tebessi,Cheikh Larbi Tebessi Airport,TEE,DABS,35.4316,8.12072,Africa/Algiers
Africa,Algeria,Tiaret,Bou Chekif Airport,TID,DAOB,35.3411,1.46315,Africa/Algiers
Africa,Algeria,Timimoun,Timimoun Airport,TMX,DAUT,29.2371,0.27603,Africa/Algiers
Africa,Algeria,Tindouf,Tindouf Airport,TIN,DAOF,27.7004,-8.1671,Africa/Algiers
Africa,Algeria,Tlemcen,Zenata – Messali El Hadj Airport,TLM,DAON,35.0167,-1.45,Africa/Algiers
Africa,Algeria,Touggourt,Touggourt Sidi Madhi Airport,TGR,DAUK,33.0678,6.08867,Africa/Algiers
Africa,Angola,Ambriz,Ambriz Airport,AZZ,FNAM,-7.86222,13.1161,Africa/Luanda
Africa,Angola,Benguela,Benguela Airport,BUG,FNBG,-12.609,13.4037,Africa/Luanda
Africa,Angola,Cabinda,Cabinda Airport,CAB,FNCA,-5.59699,12.1884,Africa/Luanda
Africa,Angola,Cafunfo,Cafunfo Airport,CFF,FNCF,-8.78361,17.9897,Africa/Luanda
Africa,Angola,Catumbela,Catumbela Airport,CBT,FNCT,-12.4792,13.4869,Africa/Luanda
Africa,Angola,Cazombo,Cazombo Airport,CAV,FNCZ,-11.8931,22.9164,Africa/Luanda
Africa,Angola,Chitato,Chitato Airport,PGI,FNCH,-7.35889,20.8047,Africa/Luanda
Africa,Angola,Chitato,Dundo Airport,DUE,FNDU,-7.40089,20.8185,Africa/Luanda
Africa,Angola,Cuito Cuanavale,Cuito Cuanavale Airport,CTI,FNCV,-15.1603,19.1561,Africa/Luanda
Africa,Angola,Huambo,Nova Lisboa Airport,NOV,FNHU,-12.8089,15.7605,Africa/Luanda
Africa,Angola,Kuito,Kuito Airport,SVP,FNKU,-12.4046,16.9474,Africa/Luanda
Africa,Angola,Lobito,Lobito Airport,LLT,FNLB,-12.3712,13.5366,Africa/Luanda
Africa,Angola,Luanda,Dr. Antonio Agostinho Neto International Airport,NBJ,FNBJ,-9.046778,13.507194,Africa/Luanda
Africa,Angola,Luanda,Quatro De Fevereiro Airport,LAD,FNLU,-8.85837,13.2312,Africa/Luanda
Africa,Angola,Luau,Luau Airport,UAL,FNUA,-10.7158,22.2311,Africa/Luanda
Africa,Angola,Lubango,Lubango Airport,SDD,FNUB,-14.9247,13.575,Africa/Luanda
Africa,Angola,Lucapa,Lucapa Airport,LBZ,FNLK,-8.44573,20.73209,Africa/Luanda
Africa,Angola,Luena,Luena Airport,LUO,FNUE,-11.7681,19.8977,Africa/Luanda
Africa,Angola,Luzamba,Luzamba Airport,LZM,FNLZ,-9.11596,18.0493,Africa/Luanda
Africa,Angola,Malanje,Malanje Airport,MEG,FNMA,-9.52509,16.3124,Africa/Luanda
Africa,Angola,Mbanza Congo,Mbanza Congo Airport,SSY,FNBC,-6.2699,14.247,Africa/Luanda
Africa,Angola,Menongue,Menongue Airport,SPP,FNME,-14.6576,17.7198,Africa/Luanda
Africa,Angola,N'zeto,N'zeto Airport,ARZ,FNZE,-7.25944,12.8631,Africa/Luanda
Africa,Angola,Namibe,Namibe Airport,MSZ,FNMO,-15.2612,12.1468,Africa/Luanda
Africa,Angola,Negage,Negage Airport,GXG,FNNG,-7.75451,15.2877,Africa/Luanda
Africa,Angola,Ngiva,Ngjiva Pereira Airport,VPE,FNGI,-17.0435,15.6838,Africa/Luanda
Africa,Angola,Nzagi,Nzagi Airport,NZA,FNZG,-7.71694,21.3582,Africa/Luanda
Africa,Angola,Port Amboim,Porto Amboim Airport,PBN,FNPA,-10.722,13.7655,Africa/Luanda
Africa,Angola,Saurimo,Saurimo Airport,VHC,FNSA,-9.68907,20.4319,Africa/Luanda
Africa,Angola,Soyo,Soyo Airport,SZA,FNSO,-6.14109,12.3718,Africa/Luanda
Africa,Angola,Sumbe,Sumbe Airport,NDD,FNSU,-11.1679,13.8475,Africa/Luanda
Africa,Angola,Uige,Uige Airport,UGO,FNUG,-7.60307,15.0278,Africa/Luanda
Africa,Angola,Waco Kungo,Waco Kungo Airport,CEO,FNWK,-11.4264,15.1014,Africa/Luanda
Africa,Angola,Xangongo,Xangongo Airport,XGN,FNXA,-16.7554,14.9653,Africa/Luanda
Africa,Benin,Cotonou,Cadjehoun Airport,COO,DBBB,6.35723,2.38435,Africa/Porto-Novo
Africa,Benin,Djougou,Djougou Airport,DJA,DBBD,9.69208,1.63778,Africa/Porto-Novo
Africa,Benin,Kandi,Kandi Airport,KDC,DBBK,11.133,2.933,Africa/Porto-Novo
Africa,Benin,Natitingou,Natitingou Airport,NAE,DBBN,10.317,1.383,Africa/Porto-Novo
Africa,Benin,Parakou,Parakou Airport,PKO,DBBP,9.35769,2.60968,Africa/Porto-Novo
Africa,Benin,Save,Save Airport,SVF,DBBS,8.01817,2.46458,Africa/Porto-Novo
Africa,Botswana,,Jwaneng Airport,JWA,FBJW,-24.6023,24.691,Africa/Gaborone
Africa,Botswana,,Orapa Airport,ORP,FBOR,-21.2667,25.3167,Africa/Gaborone
Africa,Botswana,,Sua Pan Airport,SXN,FBSN,-20.5534,26.1158,Africa/Gaborone
Africa,Botswana,,Selebi Phikwe Airport,PKW,FBSP,-22.0583,27.8288,Africa/Gaborone
Africa,Botswana,Francistown,Francistown Airport,FRW,FBFT,-21.1596,27.4745,Africa/Gaborone
Africa,Botswana,Gaborone,Sir Seretse Khama International Airport,GBE,FBSK,-24.5552,25.9182,Africa/Gaborone
Africa,Botswana,Ghanzi,Ghanzi Airport,GNZ,FBGZ,-21.6925,21.6581,Africa/Gaborone
Africa,Botswana,Kasane,Kasane Airport,BBK,FBKE,-17.8329,25.1624,Africa/Gaborone
Africa,Botswana,Khwai River Lodge,Khwai River Lodge Airport,KHW,FBKR,-19.15,23.783,Africa/Gaborone
Africa,Botswana,Maun,Maun Airport,MUB,FBMN,-19.9726,23.4311,Africa/Gaborone
Africa,Botswana,Savuti,Savuti Airport,SVT,FBSV,-18.5206,24.0767,Africa/Gaborone
Africa,Botswana,Shakawe,Shakawe Airport,SWX,FBSW,-18.3739,21.8326,Africa/Gaborone
Africa,Botswana,Tshabong,Tshabong Airport,TBY,FBTS,-26.0333,22.4,Africa/Gaborone
Africa,Botswana,Tuli Lodge,Limpopo Valley Airport,TLD,FBTL,-22.1892,29.1269,Africa/Gaborone
Africa,Burkina Faso,Aribinda,Aribinda Airport,XAR,DFOY,14.217,-0.883,Africa/Ouagadougou
Africa,Burkina Faso,Arly,Arly Airport,ARL,DFER,11.597,1.483,Africa/Ouagadougou
Africa,Burkina Faso,Banfora,Banfora Airport,BNR,DFOB,10.683,-4.717,Africa/Ouagadougou
Africa,Burkina Faso,Bobo Dioulasso,Bobo Dioulasso Airport,BOY,DFOO,11.1601,-4.33097,Africa/Ouagadougou
Africa,Burkina Faso,Bogande,Bogande Airport,XBG,DFEB,12.983,-0.167,Africa/Ouagadougou
Africa,Burkina Faso,Boulsa,Boulsa Airport,XBO,DFEA,12.65,-0.567,Africa/Ouagadougou
Africa,Burkina Faso,Dedougou,Dedougou Airport,DGU,DFOD,12.459,-3.49,Africa/Ouagadougou
Africa,Burkina Faso,Diapaga,Diapaga Airport,DIP,DFED,12.05,1.783,Africa/Ouagadougou
Africa,Burkina Faso,Diebougou,Diebougou Airport,XDE,DFOU,10.95,-3.25,Africa/Ouagadougou
Africa,Burkina Faso,Djibo,Djibo Airport,XDJ,DFCJ,14.1,-1.633,Africa/Ouagadougou
Africa,Burkina Faso,Dori,Dori Airport,DOR,DFEE,14.033,-0.033,Africa/Ouagadougou
Africa,Burkina Faso,Fada N'gourma,Fada N'gourma Airport,FNG,DFEF,12.033,0.35,Africa/Ouagadougou
Africa,Burkina Faso,Gaoua,Gaoua Airport,XGA,DFOG,10.2992,-3.25083,Africa/Ouagadougou
Africa,Burkina Faso,Gorom-Gorom,Gorom-Gorom Airport,XGG,DFEG,14.45,-0.233,Africa/Ouagadougou
Africa,Burkina Faso,Kantchari,Kantchari Airport,XKA,DFEL,12.467,1.5,Africa/Ouagadougou
Africa,Burkina Faso,Kaya,Kaya Airport,XKY,DFCA,13.067,-1.1,Africa/Ouagadougou
Africa,Burkina Faso,Leo,Leo Airport,XLU,DFCL,11.1,-2.1,Africa/Ouagadougou
Africa,Burkina Faso,Nouna,Nouna Airport,XNU,DFON,12.75,-3.867,Africa/Ouagadougou
Africa,Burkina Faso,Ouagadougou,Ouagadougou Airport,OUA,DFFD,12.3532,-1.51242,Africa/Ouagadougou
Africa,Burkina Faso,Ouahigouya,Ouahigouya Airport,OUG,DFCC,13.567,-2.417,Africa/Ouagadougou
Africa,Burkina Faso,Pama,Pama Airport,XPA,DFEP,11.25,0.7,Africa/Ouagadougou
Africa,Burkina Faso,Po,Po Airport,PUP,DFCP,11.15,-1.15,Africa/Ouagadougou
Africa,Burkina Faso,Sebba,Sebba Airport,XSE,DFES,13.45,0.517,Africa/Ouagadougou
Africa,Burkina Faso,Tambao,Tambao Airport,TMQ,DFEM,14.8,0.05,Africa/Ouagadougou
Africa,Burkina Faso,Tenkodogo,Tenkodogo Airport,TEG,DFET,11.8,-0.367,Africa/Ouagadougou
Africa,Burkina Faso,Tougan,Tougan Airport,TUQ,DFOT,13.067,-3.067,Africa/Ouagadougou
Africa,Burkina Faso,Zabre,Zabre Airport,XZA,DFEZ,11.167,-0.617,Africa/Ouagadougou
Africa,Burundi,Bujumbura,Bujumbura International Airport,BJM,HBBA,-3.32402,29.3185,Africa/Bujumbura
Africa,Burundi,Gitega,Gitega Airport,GID,HBBE,-3.41721,29.91131,Africa/Bujumbura
Africa,Burundi,Kirundo,Kirundo Airport,KRE,HBBO,-2.54477,30.09457,Africa/Bujumbura
Africa,Cabo Verde,Brava Island,Esperadinha Airport,BVR,GVBR,14.86431,-24.746,Atlantic/Cape_Verde
Africa,Cabo Verde,Espargos,Amilcar Cabral International Airport,SID,GVAC,16.7414,-22.9494,Atlantic/Cape_Verde
Africa,Cabo Verde,Ponta do Sol,Agostinho Neto Airport,NTO,GVAN,17.2028,-25.0906,Atlantic/Cape_Verde
Africa,Cabo Verde,Praia,Praia International Airport,RAI,GVNP,14.9245,-23.4935,Atlantic/Cape_Verde
Africa,Cabo Verde,Preguica,Preguica Airport,SNE,GVSN,16.5884,-24.2847,Atlantic/Cape_Verde
Africa,Cabo Verde,Rabil,Rabil Airport,BVC,GVBA,16.1365,-22.8889,Atlantic/Cape_Verde
Africa,Cabo Verde,Sao Filipe,Sao Filipe Airport,SFL,GVSF,14.885,-24.48,Atlantic/Cape_Verde
Africa,Cabo Verde,Sao Pedro,Sao Pedro Airport,VXE,GVSV,16.8332,-25.0553,Atlantic/Cape_Verde
Africa,Cabo Verde,Vila do Maio,Maio Airport,MMO,GVMA,15.1559,-23.2137,Atlantic/Cape_Verde
Africa,Cabo Verde,Vila do Mosteiros,Mosteiros Airport,MTI,GVMT,15.045,-24.3392,Atlantic/Cape_Verde
Africa,Cameroon,Bafoussam,Bafoussam Airport,BFX,FKKU,5.53692,10.3546,Africa/Douala
Africa,Cameroon,Bali,Bali Airport,BLC,FKKG,5.89528,10.03389,Africa/Douala
Africa,Cameroon,Bamenda,Bamenda Airport,BPC,FKKV,6.03924,10.1226,Africa/Douala
Africa,Cameroon,Batouri,Batouri Airport,OUR,FKKI,4.475,14.3625,Africa/Douala
Africa,Cameroon,Bertoua,Bertoua Airport,BTA,FKKO,4.54861,13.7261,Africa/Douala
Africa,Cameroon,Douala,Douala International Airport,DLA,FKKD,4.00608,9.71948,Africa/Douala
Africa,Cameroon,Dschang,Dschang Airport,DSC,FKKS,5.45,10.067,Africa/Douala
Africa,Cameroon,Ebolowa,Ebolowa Airport,EBW,FKKW,2.876,11.185,Africa/Douala
Africa,Cameroon,Foumban,Foumban Nkounja Airport,FOM,FKKM,5.63692,10.7508,Africa/Douala
Africa,Cameroon,Garoua,Garoua International Airport,GOU,FKKR,9.33589,13.3701,Africa/Douala
Africa,Cameroon,Kaele,Kaele Airport,KLE,FKKH,10.0925,14.4456,Africa/Douala
Africa,Cameroon,Kribi,Kribi Airport,KBI,FKKB,2.87389,9.97778,Africa/Douala
Africa,Cameroon,Mamfe,Mamfe Airport,MMF,FKKF,5.70417,9.30639,Africa/Douala
Africa,Cameroon,Maroua,Salak Airport,MVR,FKKL,10.4514,14.2574,Africa/Douala
Africa,Cameroon,N'Gaoundere,N'Gaoundere Airport,NGE,FKKN,7.35701,13.5592,Africa/Douala
Africa,Cameroon,Nkongsamba,Nkongsamba Airport,NKS,FKAN,4.95,9.933,Africa/Douala
Africa,Cameroon,Tiko,Tiko Airport,TKC,FKKC,4.08919,9.36053,Africa/Douala
Africa,Cameroon,Yagoua,Yagoua Airport,GXX,FKKJ,10.3561,15.2372,Africa/Douala
Africa,Cameroon,Yaounde,Yaounde Airport,YAO,FKKY,3.83604,11.5235,Africa/Douala
Africa,Cameroon,Yaounde,Yaounde Nsimalen International Airport,NSI,FKYS,3.72256,11.5533,Africa/Douala
Africa,Central African Republic,Bakouma,Bakouma Airport,BMF,FEGM,5.694,22.801,Africa/Bangui
Africa,Central African Republic,Bambari,Bambari Airport,BBY,FEFM,5.84694,20.6475,Africa/Bangui
Africa,Central African Republic,Bangassou,Bangassou Airport,BGU,FEFG,4.785,22.781,Africa/Bangui
Africa,Central African Republic,Bangui,Bangui M'Poko International Airport,BGF,FEFF,4.39848,18.5188,Africa/Bangui
Africa,Central African Republic,Batangafo,Batangafo Airport,BTG,FEGF,7.31411,18.3088,Africa/Bangui
Africa,Central African Republic,Berberati,Berberati Airport,BBT,FEFT,4.22158,15.7864,Africa/Bangui
Africa,Central African Republic,Birao,Birao Airport,IRO,FEFI,10.2364,22.7169,Africa/Bangui
Africa,Central African Republic,Bossangoa,Bossangoa Airport,BSN,FEFS,6.492,17.429,Africa/Bangui
Africa,Central African Republic,Bouar,Bouar Airport,BOP,FEFO,5.958,15.637,Africa/Bangui
Africa,Central African Republic,Bouca,Bouca Airport,BCF,FEGU,6.517,18.267,Africa/Bangui
Africa,Central African Republic,Bozoum,Bozoum Airport,BOZ,FEGZ,6.34417,16.3219,Africa/Bangui
Africa,Central African Republic,Bria,Bria Airport,BIV,FEFR,6.52778,21.9894,Africa/Bangui
Africa,Central African Republic,Carnot,Carnot Airport,CRF,FEFC,4.937,15.894,Africa/Bangui
Africa,Central African Republic,Mboki,M'Boki Airport,MKI,FEGE,5.33301,25.9319,Africa/Bangui
Africa,Central African Republic,Melle,Gordil Airport,GDI,FEGL,9.583,21.733,Africa/Bangui
Africa,Central African Republic,N'Dele,N'Dele Airport,NDL,FEFN,8.42721,20.63516,Africa/Bangui
Africa,Central African Republic,Ouadda,Ouadda Airport,ODA,FEFW,8.01056,22.3986,Africa/Bangui
Africa,Central African Republic,Ouanda Djalle,Ouanda Djalle Airport,ODJ,FEGO,8.9,22.783,Africa/Bangui
Africa,Central African Republic,Rafai,Rafai Airport,RFA,FEGR,4.98861,23.9278,Africa/Bangui
Africa,Central African Republic,Yalinga,Yalinga Airport,AIG,FEFY,6.52,23.26,Africa/Bangui
Africa,Central African Republic,Zemio,Zemio Airport,IMO,FEFZ,5.05,25.15,Africa/Bangui
Africa,Chad,,Abeche Airport,AEH,FTTC,13.847,20.8443,Africa/Ndjamena
Africa,Chad,,Moundou Airport,MQQ,FTTD,8.62441,16.0714,Africa/Ndjamena
Africa,Chad,,Faya Largeau Airport,FYT,FTTY,17.9171,19.1111,Africa/Ndjamena
Africa,Chad,Am Timan,Am Timan Airport,AMC,FTTN,11.034,20.274,Africa/Ndjamena
Africa,Chad,Ati,Ati Airport,ATV,FTTI,13.2389,18.3133,Africa/Ndjamena
Africa,Chad,Bokoro,Bokoro Airport,BKR,FTTK,12.383,17.067,Africa/Ndjamena
Africa,Chad,Bol,Bol Airport,OTC,FTTL,13.4433,14.7394,Africa/Ndjamena
Africa,Chad,Bongor,Bongor Airport,OGR,FTTB,10.2881,15.3811,Africa/Ndjamena
Africa,Chad,Bousso,Bousso Airport,OUT,FTTS,10.483,16.717,Africa/Ndjamena
Africa,Chad,Lai,Lai Airport,LTC,FTTH,9.4,16.3,Africa/Ndjamena
Africa,Chad,Mao,Mao Airport,AMO,FTTU,14.1456,15.3144,Africa/Ndjamena
Africa,Chad,Mongo,Mongo Airport,MVO,FTTM,12.167,18.675,Africa/Ndjamena
Africa,Chad,N'Djamena,N'Djamena International Airport,NDJ,FTTJ,12.1337,15.034,Africa/Ndjamena
Africa,Chad,Pala,Pala Airport,PLF,FTTP,9.37806,14.925,Africa/Ndjamena
Africa,Chad,Sarh,Sarh Airport,SRH,FTTA,9.14444,18.3744,Africa/Ndjamena
Africa,Comoros,,Moheli Bandar Es Eslam Airport,NWA,FMCI,-12.2981,43.7664,Indian/Comoro
Africa,Comoros,Moroni,Prince Said Ibrahim International Airport,HAH,FMCH,-11.5337,43.2719,Indian/Comoro
Africa,Comoros,Moroni,Iconi Airport,YVA,FMCN,-11.7108,43.2439,Indian/Comoro
Africa,Comoros,Ouani,Ouani Airport,AJN,FMCV,-12.1317,44.4303,Indian/Comoro
Africa,Congo,,Ouesso Airport,OUE,FCOU,1.61599,16.0379,Africa/Brazzaville
Africa,Congo,Betou,Betou Airport,BTB,FCOT,3.05,18.5,Africa/Brazzaville
Africa,Congo,Boundji,Boundji Airport,BOE,FCOB,-1.033,15.383,Africa/Brazzaville
Africa,Congo,Brazzaville,Maya-Maya Airport,BZV,FCBB,-4.2517,15.253,Africa/Brazzaville
Africa,Congo,Djambala,Djambala Airport,DJM,FCBD,-2.533,14.75,Africa/Brazzaville
Africa,Congo,Dolisie,Ngot Nzoungou Airport,DIS,FCPD,-4.20635,12.6599,Africa/Brazzaville
Africa,Congo,Ewo,Ewo Airport,EWO,FCOE,-0.883,14.8,Africa/Brazzaville
Africa,Congo,Gamboma,Gamboma Airport,GMM,FCOG,-1.8294,15.88524,Africa/Brazzaville
Africa,Congo,Impfondo,Impfondo Airport,ION,FCOI,1.617,18.067,Africa/Brazzaville
Africa,Congo,Kelle,Kelle Airport,KEE,FCOK,-0.083,14.533,Africa/Brazzaville
Africa,Congo,Kindamba,Kindamba Airport,KNJ,FCBK,-3.95,14.517,Africa/Brazzaville
Africa,Congo,Lague,Lague Airport,LCO,FCBL,-2.45,14.533,Africa/Brazzaville
Africa,Congo,Makabana,Makabana Airport,KMK,FCPA,-3.483,12.617,Africa/Brazzaville
Africa,Congo,Makoua,Makoua Airport,MKJ,FCOM,-0.017,15.583,Africa/Brazzaville
Africa,Congo,Mossendjo,Mossendjo Airport,MSX,FCMM,-2.95,12.7,Africa/Brazzaville
Africa,Congo,Mouyondzi,Mouyondzi Airport,MUY,FCBM,-4.01487,13.96611,Africa/Brazzaville
Africa,Congo,Nkayi,Yokangassi Airport,NKY,FCBY,-4.217,13.283,Africa/Brazzaville
Africa,Congo,Owando,Owando Airport,FTX,FCOO,-0.53135,15.9501,Africa/Brazzaville
Africa,Congo,Pointe Noire,Pointe Noire Airport,PNR,FCPP,-4.81603,11.8866,Africa/Brazzaville
Africa,Congo,Sibiti,Sibiti Airport,SIB,FCBS,-3.683,13.35,Africa/Brazzaville
Africa,Congo,Souanke,Souanke Airport,SOE,FCOS,2.067,14.133,Africa/Brazzaville
Africa,Congo,Zanaga,Zanaga Airport,ANJ,FCBZ,-2.85,13.817,Africa/Brazzaville
Africa,"Congo, The Democratic Republic of the",,Ndolo Airport,NLO,FZAB,-4.32666,15.3275,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",,Muanda Airport,MNB,FZAG,-5.93086,12.3518,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",,Bandundu Airport,FDU,FZBO,-3.31132,17.3817,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",,Kikwit Airport,KKW,FZCA,-5.03577,18.7856,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",,Gbadolite Airport,BDT,FZFD,4.25321,20.9753,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",,Kotakoli Airport,KLI,FZFP,4.15764,21.6509,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",,Matari Airport,IRP,FZJH,2.82761,27.5883,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",,Bunia Airport,BUX,FZKA,1.56572,30.2208,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",,Buta Zega Airport,BZU,FZKJ,2.81835,24.7937,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",,Bukavu Kavumu Airport,BKY,FZMA,-2.30898,28.8088,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",,Kolwezi Airport,KWZ,FZQM,-10.7659,25.5057,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",,Kalemie Airport,FMI,FZRF,-5.87556,29.25,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Basankusu,Basankusu Airport,BSU,FZEN,1.22472,19.7889,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Basongo,Basongo Airport,BAN,FZVR,-4.317,20.433,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Beni,Beni Airport,BNC,FZNP,0.575,29.4739,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Boende,Boende Airport,BNB,FZGN,-0.217,20.85,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Boma,Boma Airport,BOA,FZAJ,-5.854,13.064,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Bumbar,Bumbar Airport,BMB,FZFU,2.18278,22.4817,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Butembo,Rughenda Airfield,RUE,FZMB,0.11714,29.31299,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Gandajika,Gandajika Airport,GDJ,FZWC,-6.733,23.95,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Gemena,Gemena Airport,GMA,FZFK,3.23537,19.7713,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Goma,Goma International Airport,GOM,FZNA,-1.67081,29.2385,Africa/Kigali
Africa,"Congo, The Democratic Republic of the",Idiofa,Idiofa Airport,IDF,FZCB,-5.0,19.6,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Ikela,Ikela Airport,IKL,FZGV,-1.2,23.283,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Ilebo,Ilebo Airport,PFR,FZVS,-4.333,20.583,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Inongo,Inongo Airport,INO,FZBA,-1.94722,18.2858,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Kabalo,Kabalo Airport,KBO,FZRM,-6.083,26.917,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kabinda,Tunta Airport,KBN,FZWT,-6.133,24.483,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kalima,Kinkungwa Airport,KLY,FZOD,-2.578,26.734,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kamina,Kamina / Ville Airport,KMN,FZSB,-8.72861,24.9914,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kananga,Kananga Airport,KGA,FZUA,-5.90005,22.4692,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kaniama,Kaniama Airport,KNM,FZTK,-7.583,24.15,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kapanga,Kapanga Airport,KAP,FZSK,-8.35,22.583,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kasenga,Kasenga Airport,KEC,FZQG,-10.35,28.633,Africa/Lusaka
Africa,"Congo, The Democratic Republic of the",Kasongo,Kasongo Airport,KGN,FZOK,-4.533,26.617,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kindu,Kindu Airport,KND,FZOA,-2.91918,25.9154,Africa/Lubumbashi
Africa,"Congo, The Democratic Republic of the",Kinshasa,Ndjili International Airport,FIH,FZAA,-4.38575,15.4446,Africa/Kinshasa
Africa,"Congo, The Democratic Republic of the",Kiri,Basango Mboliasa Airport,KRZ,FZBT,-1.435,19.024,Africa/Kinshasa
